"sno","sna","tot","sbi","sarea","mday","lat","lng","ar","sareaen","snaen","aren","bemp","act"
"1385","文林國小(潭興街)","34","3","樹林區","20200418151335","24.998601","121.424892","潭興街65號(對面汽車停車格)","Shulin Dist.","Wenlin Elementary School( Tanxing St.)","No. 65, Tan Xing Street, Shulin Dist.","31","1"
"1386","林口老街","42","18","林口區","20200418151340","25.077153","121.393777","中正路115號(東側停車場)","Linkou Dist.","LOINKOU STREET","No. 115, Zhongzheng Rd., Linkou Dist.","23","1"
"1387","板橋果菜批發市場","40","17","板橋區","20200418151339","25.021153","121.450020","板城路/香社一路口","Banqiao Dist.","Banqiao Fruit and Vegetable Wholesale Market","Bancheng Rd./ Siangshe 1nd Rd.,Banqiao Dist.","23","1"
"1388","安和公園","34","25","新店區","20200418151320","24.974110","121.518853","安和路二段163號(東南側空地)","Xindian Dist.","Anhe Park","No.163, Sec. 2, Anhe Rd., Xindian Dist.","9","1"
"1389","東陽市民活動中心","32","2","樹林區","20200418151338","24.982192","121.412517","鎮前街467號(活動中心路側)","Shulin Dist.","Dongyang Civil Activity Center","No.467, Zhenqian St., Shulin Dist","30","1"
"1390","遠雄左岸","40","3","中和區","20200418151241","25.009850","121.487799","中原街90號(對面)","Zhonghe Dist.","Yuanxiong Left Bank","No.90, Zhongyuan 3rd St., Zhonghe Dist.","37","1"
"1391","瓦磘溝(福真里)","32","0","中和區","20200418151324","25.004294","121.494692","中山路二段312巷33弄27號","Zhonghe Dist.","Wayao Ditch (Fuzhen Village)","No.27, Aly. 33, Ln. 312, Sec. 2, Zhongshan Rd., Zhonghe Dist.","32","1"
"1392","中正路161巷口","46","12","中和區","20200418151338","24.992938","121.499333","中正路161巷26弄5號(對面空地)","Zhonghe Dist.","Ln.161,Zhongzheng & Zhongzheng Intersection","No.5, Aly. 26, Ln. 161, Zhongzheng Rd., Zhonghe Dist","34","1"
"1394","瑞峰橋","44","0","瑞芳區","20200418151327","25.107120","121.810410","三爪子坑路115號(對面汽車停車格)","Ruifang Dist.","Ruifeng Bridge","No.115, Sanzhuazikeng Rd.(opposite)","44","1"
"1395","民族二街明峰街口","30","23","汐止區","20200418151337","25.071049","121.635015","汐止區明峰街13號(右側路側)","Xizhi Dist.","Minzu 2nd & Mingfeng Intersection","No.13, Mingfeng St., Xizhi Dist.","7","1"
"1401","光復國小","38","3","板橋區","20200418151336","25.015064","121.481930","長壽街168號(對面人行道)","Banqiao Dist.","Kuangfu Elementary School","No.168, Changshou St., Banqiao Dist.","35","1"
"1402","世貿國家公園社區","30","6","汐止區","20200418151316","25.072887","121.658646","長江路101號(對面)","Xizhi Dist.","Shi Mao National Park Community","No.101, Changjiang St., Xizhi Dist.","24","1"
"1403","新店新和國小","40","11","新店區","20200418151334","24.984975","121.517682","安和路三段113號(對面人行道)","Xindian Dist.","Hsin Tien Xinhe Elementary School","No.113, Sec. 3, Anhe Rd., Xindian Dist.","25","1"
"1404","立德青雲路口","36","13","土城區","20200418151317","24.988355","121.460675","立德路2號(對面)","Tucheng Dist.","Lide & Qingyun Intersection","No.2, Lide Rd., Tucheng Dist.","23","1"
"1405","新北市林口行政園區","42","17","林口區","20200418151321","25.070158","121.363632","忠孝二路55號(鄰近MITSUI OUTLET PARK 林口)","Linkou Dist.","New TaipeiCity Linkou Administrative Park","No.55, Zhongxiao 2nd Rd., Linkou Dist.","25","1"
"1406","工建樟樹一路口","36","4","汐止區","20200418151327","25.063062","121.641033","工建路50 號(對面路側)","Xizhi Dist.","Gongjian & Zhangshu 1st Intersection","No.50, Gongjian Rd., Xizhi Dist.","32","1"
"1407","中和青年社會住宅","32","8","中和區","20200418151318","24.991135","121.519329","景德街7號","Zhonghe Dist.","Zhonghe Youth Rental House","No.7, Ln. 127, Xiufeng St., Zhonghe Dist.","24","1"
"1408","蘆洲李宅古蹟","30","6","蘆洲區","20200418151316","25.084959","121.466551","中正路185巷68弄9號(對面人行道)(鄰近蘆洲李宅(李友邦將軍紀念館))","Luzhou Dist.","Luzhou Lee Family Historic Estate","No.9, Aly. 68, Ln. 185, Zhongzheng Rd., Luzhou Dist.","24","1"
"1409","捷運府中站(2號出口)","38","30","板橋區","20200418151337","25.009537","121.460148","府中路5號(後方人行道)(鄰近板橋慈惠宮/府中商圈(板橋後站商圈))","Banqiao Dist.","MRT Fuzhong Sta.(Exit.2)","No.5, Fuzhong Rd., Banqiao Dist.","8","1"
"1410","新莊勞工中心","32","16","新莊區","20200418151344","25.020332","121.433736","新樹路222號","Xinzhuang Dist.","Xinzhuang Labors Center","No.222, Xinshu Rd., Xinzhuang Dist.","16","1"
"1411","名利橋","32","2","永和區","20200418151334","25.007850","121.500986","仁愛路352巷96號(對面廣場)","Yonghe Dist.","Minli Bridge","No.96, Ln. 352, Ren’ai Rd., Yonghe Dist.","30","1"
"1412","捷運大坪林站(1號出口)","26","13","新店區","20200418151329","24.982755","121.541249","北新路三段129號(右側人行道)","Xindian Dist.","MRT DaPingLin Station(Exit. 1)","No.129, Sec. 3, Beixin Rd., Xindian Dist.","12","1"
"1413","福和國中停車場","48","4","永和區","20200418151319","25.005011","121.522665","永亨路99號(對向人行道)","Yonghe Dist.","Fuhe Junior High School Parking Lot","No.99, Yongheng Rd., Yonghe Dist.","43","1"
"1414","捷運中原站","74","15","中和區","20200418151318","25.007307","121.485051","板南路496號(對面)","Zhonghe Dist.","MRT Zhongyuan Sta.","No.496, Bannan Rd., Zhonghe Dist.","59","1"
"1415","福美公園","40","9","新莊區","20200418151338","25.055033","121.461081","福美街/福美街62巷口(西北側人行道)","Xinzhuang Dist.","Fumei Park","Fumei St./Ln. 62, Fumei St., Xinzhuang Dist.","30","1"
"1416","輔仁大學附設醫院","40","17","新莊區","20200418151236","25.039272","121.431004","三泰路66號(對面人行道)","Xinzhuang Dist.","Fu Jen Catholic University Hospital","No.66, Santai Rd., Xinzhuang Dist.","22","1"
"1417","民視數位媒體總部","40","18","林口區","20200418151334","25.079876","121.379259","信義路99號(前廣場)","Linkou Dist.","FTV Digital Media Headquarter","No.99, Xinyi Rd., Linkou Dist.","21","1"
"1418","五股郵局","32","10","五股區","20200418151317","25.101774","121.451127","凌雲路一段80巷9號(對面人行道)","Wugu Dist.","Wu Gu Post Office","No.9, Ln. 80, Sec. 1, Lingyun Rd., Wugu Dist.","22","1"
"1419","新市一路一段99巷口","46","10","淡水區","20200418151339","25.187429","121.431016","新市一路一段99巷21號","Tamsui Dist.","Ln. 99, Sec. 1, Xinshi 1st Rd.","No.21, Ln. 99, Sec. 1, Xinshi 1st Rd., Tamsui Dist.","36","1"
"1420","國泰街111巷口","34","22","板橋區","20200418151326","25.006321","121.465773","國泰街111巷1號(對面)","Banqiao Dist.","Ln. 111, Guotai St.","No.1, Ln. 111, Guotai St., Banqiao Dist.","12","1"
"1421","湳雅觀光夜市(津渡橋)","40","5","板橋區","20200418151324","25.007585","121.452440","南雅西路一段152號(對面)(鄰近板橋接雲寺)","Banqiao Dist.","Nan Ya Tourist Night Market(Jin Du Bridge)","No.152, Sec. 1, Nanya W. Rd., Banqiao Dist.","35","1"
"1422","學成公園","34","2","土城區","20200418151343","24.988246","121.451187","學成路/學成路76巷口","Tucheng Dist.","Xuecheng Park","Xuecheng Rd./Ln. 76, Xuecheng Rd., Tucheng Dist.","32","1"
"1423","鳳祥公園","30","6","鶯歌區","20200418151337","24.962819","121.330254","鶯桃路413巷65弄4號(對面)","Yingge Dist.","Fengxiang Park","No.4, Aly. 65, Ln. 413, Yingtao Rd., Yingge Dist.","23","1"
"1424","光明市場","34","0","三重區","20191114100040","25.057335","121.491809","光明路67-1號(對面)","Sanchong Dist.","Guangming Market","No.67-1, Guangming Rd., Sanchong Dist.","0","0"
"1425","中興路二段100巷口","30","21","新店區","20200418151315","24.971355","121.547496","五峰路63巷/中興路二段100巷口(天橋旁)","Xindian Dist.","Ln. 100, Sec. 2, Zhongxing Rd.","Ln. 63, Wufeng Rd./Ln. 100, Sec. 2, Zhongxing Rd., Xindian Dist.","8","1"
"1426","福和橋","36","0","永和區","20200418151315","25.004536","121.527850","環河東路三段90號前","Yonghe Dist.","Fuhe Bridge","No.90, Sec. 3, Huanhe W. Rd., Yonghe Dist.","35","1"
"1427","土城國中","32","6","土城區","20200418151344","24.962443","121.430347","永寧路18號(對面)","Tucheng Dist.","Tucheng Junior High School","No.18, Yongning Rd., Tucheng Dist.","26","1"
"1428","安光公園","34","10","新店區","20200418151331","24.964233","121.514462","安民街安民街3巷15號(對面公園)","Xindian Dist.","Anguang Park","No.15, Ln. 3, Anmin St., Xindian Dist.","24","1"
"1429","崇德國小","40","4","汐止區","20200418151336","25.069378","121.669788","茄苳路183號(對面)","Xizhi Dist.","Chongde Elementary School","No.183, Jiadong Rd, Xizhi Dist.","35","1"
"1430","中華中央路一段242巷口","38","19","土城區","20200418151341","24.985510","121.443450","中華路一段85號(前)","Tucheng Dist.","Zhonghua & Ln. 242, Sec. 1, Zhongyang Intersection","No.85, Sec. 1, Zhonghua Rd., Tucheng Dist.","19","1"
"1431","公五公園","44","20","五股區","20200418151333","25.086580","121.444520","芳州五路/芳州二路口(東北側)","Wugu Dist.","Wugu Gongwu Park","Fangzhou 5th Rd./Fangzhou 2nd Rd., Wugu Dist.","23","1"
"1432","碧潭西岸","40","15","新店區","20200418151324","24.956562","121.534795","碧潭路2號(旁)(鄰近碧潭風景區)","Xindian Dist.","Bitan West Coast","No.2, Bitan Rd., Xindian Dist.","25","1"
"1433","樹林大安站","56","20","樹林區","20200418151339","24.997312","121.421725","大安路118號(外側)","Shulin Dist.","Shulin Da’an","No.118, Da’an Rd., Shulin Dist.","36","1"
"1434","廣停二停車場","36","21","林口區","20200418151338","25.075711","121.370261","民富街99號(對面)","Linkou Dist.","Guangting Sec. Parking Lot","No.99, Minfu St., Linkou Dist.","15","1"
"1435","民義公園","40","3","五股區","20200418151319","25.088350","121.434500","五福路五福路6巷口(五福橋旁公園)","Wugu Dist.","Minyi Park","Wufu Rd./Ln. 6, Wufu Rd., Wugu Dist.","37","1"
"1436","大崙公園","32","20","林口區","20200418151319","25.076613","121.359704","南勢二街408號旁","Linkou Dist.","Dalun Park","No.408, Nanshi 2nd St., Linkou Dist.","12","1"
"1437","成州國小","28","10","五股區","20200418151338","25.099230","121.450630","成泰路三段493號(東側)","Wugu Dist.","Chengzhou Elementary School","No.493, Sec. 3, Chengtai Rd., Wugu Dist.","18","1"
"1438","中興北街42巷17弄","34","10","三重區","20200418151324","25.050060","121.468920","中興北街42巷17弄8號旁","Sanchong Dist.","Aly. 17, Ln. 42, Zhongxing N. St.","No.8, Aly. 17, Ln. 42, Zhongxing N. St., Sanchong Dist.","24","1"
"1439","江翠國小","34","3","板橋區","20200418151329","25.032480","121.474420","文化路二段413號(校門右側人行道)","Banqiao Dist.","Jiangcui Elementary School","No.413, Sec. 2, Wenhua Rd., Banqiao Dist.","31","1"
"1440","華江一華江九路口","40","7","板橋區","20200418151327","25.032884","121.466442","華江一路/華江九路口(東南側人行道)","Banqiao Dist.","Huajiang 1st Rd. /9th Rd. Intersection","Huajiang 1st Rd./ Huajiang 9th Rd, Banciao Dist.","32","1"
"1441","三光國小(金滿意)","36","31","三重區","20200418151321","25.055960","121.496874","大同南路246-1號(對面人行道)","Sanchong Dist.","Sanguang Elementary School(JinManYi)","No.246-1, Datong S. Rd., Sanchong Dist.","5","1"
"1442","蘆洲中路公園","34","14","蘆洲區","20200418151332","25.082299","121.468143","光華路87巷7號(右側)","Luzhou Dist.","Luzhou Zhonglu Park","No.7, Ln. 87, Guanghua Rd., Luzhou Dist.","19","1"
"1443","林口高中","38","9","林口區","20200418151344","25.073840","121.380300","仁愛路二段173號(對面)","Linkou Dist.","Linkou Senior High School","No.173, Sec. 2, Ren’ai Rd","27","1"
"1444","雙和橋","34","12","永和區","20200418151330","25.005731","121.505743","中山路二段3巷2號(對面公園)","Yonghe Dist.","Shuanghe Bridge","No.2, Ln. 3, Sec. 2, Zhongshan Rd., Zhonghe Dist.","21","1"
"1445","海山高中","52","2","板橋區","20200418151331","25.009108","121.471493","漢生東路215號(右側人行道)","Banqiao Dist.","Haishan High School","No.215, Hansheng E. Rd., Banqiao Dist.","50","1"
"1446","環河西路一段95巷口","32","7","永和區","20200418151317","25.017830","121.511957","環河西路一段/環河西路一段95巷(人行道)","Yonghe Dist.","Ln. 95, Sec. 1, Huanhe W. Rd.Intersection","Sec. 1, Huanhe W. Rd. / Ln. 95, Sec. 1, Huanhe W. Rd., Yonghe Dist.","25","1"
"1447","碧河宮","40","18","中和區","20200418151318","24.996726","121.493134","連城路/連城路261巷口","Zhonghe Dist.","Bihe Temple","Liancheng Rd. / Ln. 261, Liancheng Rd., Zhonghe Dist.","22","1"
"1448","萬板文聖街口","46","14","板橋區","20200418151319","25.026295","121.479675","萬板文聖街口","Banqiao Dist.","Wanban & Wensheng Intersection","Wanban Rd. / Wensheng St., Banqiao Dist.","31","1"
"1449","明德高中","58","29","三峽區","20200418151344","24.907449","121.364848","中正路二段/中正路二段395巷口","Sanxia Dist.","MingDer Senior High School","Sec. 2, Zhongzheng Rd. / Ln. 395, Sec. 2, Zhongzheng Rd., Sanxia Dist.","28","1"
"1450","鳳鳴國小","32","15","鶯歌區","20200418151340","24.969198","121.334806","永和街120號(校門前)","Yingge Dist.","Fengming Elementary School","No.120, Yonghe St., Yingge Dist.","17","1"
"1451","林本源園邸","42","0","板橋區","20200417090026","25.011172","121.455710","西門街9號(前)(鄰近林家花園(林本源園邸)/大觀義學(大觀書社)/板橋慈惠宮/板橋接雲寺)","Banqiao Dist.","The Lin Family Mansion and Garden","No.9, Ximen St., Banqiao Dist.","0","0"
"1452","藍天大樓","36","9","三重區","20200418151332","25.053098","121.470165","興德路129號(旁)","Sanchong Dist.","Lantian Building","No.129, Xingde Rd., Sanchong Dist.","26","1"
"1453","忠孝國中","46","11","板橋區","20200418151337","25.004810","121.461195","成都街30號(右側)","Banqiao Dist.","Zhongxiao High School","No.30, Chengdu St., Banqiao Dist.","35","1"
"1454","大智公園","30","7","三重區","20200418151331","25.063608","121.494449","大同北路56號(對面)","Sanchong Dist.","Dazhi Park","No.56, Datong N. Rd., Sanchong Dist.","22","1"
"1455","國際二國際一路口","38","8","鶯歌區","20200418151321","24.976171","121.334938","國際二路/國際一路口","Yingge Dist.","Guoji 2nd Guoji 1st Intersection","Guoji 2nd Rd./Guoji 1st Rd., Yingge Dist.","29","1"
"1456","三重高中","34","8","三重區","20200418151343","25.054777","121.491710","集美街217號(對面)","Sanchong Dist.","SanChong Senior High School","No.217, Jimei St., Sanchong Dist.","26","1"
"1457","昌平公園","40","4","新莊區","20200418151321","25.058664","121.458109","中央路/福壽街口","Xinzhuang Dist.","Changping Park","Zhongyang Rd./Fushou St., Xinzhuang Dist.","35","1"
"1458","新北市客家文化園區","38","22","三峽區","20200418151328","24.941729","121.359538","隆恩街239號(右側)","Sanxia Dist.","Hakka Museum New Taipei City Government","No.239, Long’en St., Sanxia Dist.","14","1"
"1459","台北海洋科技大學","38","15","淡水區","20200418151343","25.191229","121.427011","濱海路三段150號(校門左側)","Tamsui Dist.","Taipei University of Marine Technology","No.150, Sec. 3, Binhai Rd., Tamsui Dist.","23","1"
"1460","蘭庭序大廈","30","11","汐止區","20200418151337","25.072070","121.652070","汐萬路一段201號前","Xizhi Dist.","Lantingji Xu Community","","18","1"
"1461","福和路7巷口","30","18","永和區","20200418151321","25.008540","121.524732","福和路/福和路7巷口","Yonghe Dist.","Ln. 7, Fuhe Rd.","Fuhe Rd./Ln. 7, Fuhe Rd., Yonghe Dist.","12","1"
"1462","捷運新店區公所站(1 號出口)","42","0","新店區","20200418151320","24.967369","121.541011","中華路3號(對面)(鄰近馬公友誼公園)","Xindian Dist.","MRT Xindian District Office Sta.(Exit.1)","No.3, Zhonghua Rd., Xindian Dist.","42","1"
"1463","新泰游泳池","26","19","新莊區","20200418151330","25.045414","121.442734","新泰路478號(對面)(鄰近新莊文化藝術中心)","Xinzhuang Dist.","Xintai Swimming Pool","No.478, Xintai Rd., Xinzhuang Dist.","7","1"
"1464","森林公園","36","24","樹林區","20200418151330","24.948177","121.379760","學勤路382號(對面)","Shulin Dist.","Forest Park","No.382, Xueqin Rd., Shulin Dist.(opposite)","12","1"
"1465","馥華公園","34","13","板橋區","20200418151336","25.006117","121.445449","僑中二街118號前","Banqiao Dist.","Fuhua Park","No.118, Qiaozhong 2nd St., Banqiao Dist.","20","1"
"1466","光復高中","42","6","板橋區","20200418151335","25.017443","121.482513","長壽街/光環路一段(西南側)","Banqiao Dist.","Guang Fu Senior High School","Changshou St., Banqiao Dist./Sec. 1, Guanghuan Rd., Banqiao Dist.","36","1"
"1467","南雅育智路口","46","20","鶯歌區","20200418151324","24.953961","121.345824","南雅路491號(對面)","Yingge Dist.","Nanya & Yuzhi Rd. Intersection","No.491, Nanya Rd., Yingge Dist.(opposite)","26","1"
"1468","穀保家商","38","4","三重區","20200418151315","25.068097","121.471028","疏洪東路三段/中正北路560巷口(鄰近二重環狀自行車道)","Sanchong Dist.","Ku Pao Home Economics & Commercial High School","Sec. 4,Shuhong WRd., Sanchong Dist./Ln. 560, Zhongzheng N. Rd.","34","1"
"1469","文德國小(公館街)","38","2","板橋區","20200418151322","25.021336","121.459595","公館街258號(對面)","Banqiao Dist.","Wende Elementary School(Gongguan St.)","No.258, Gongguan St., Banqiao Dist.(opposite)","36","1"
"1470","學成大成路口","42","29","樹林區","20200418151328","24.946248","121.382719","學成路712號(旁)","Shulin Dist.","Xuecheng & Dacheng Intersection","No.712, Xuecheng Rd., Shulin Dist.","12","1"
"1471","石雕公園","32","5","板橋區","20200418151344","25.030261","121.469469","吳鳳路50巷36號(旁)(鄰近石雕公園/板橋農村公園)","Banqiao Dist.","Shidiao Park","Ln. 50, Wufeng Rd., Banqiao Dist.","27","1"
"1472","民生縣民大道口","40","22","板橋區","20200418151329","25.018213","121.471011","民生路二段/縣民大道二段口(西南側)","Banqiao Dist.","Minsheng & Xianmin Intersection","Sec. 2, Minsheng Rd. / Sec. 2, Xianmin Blvd., Banqiao Dist.","17","1"
"1473","新北市藝文中心(文化路二段124巷)","36","19","板橋區","20200418151326","25.025626","121.471401","文化路二段124巷32號(對面)(鄰近新北市藝文中心)","Banqiao Dist.","New Taipei City Art Center(Ln. 124, Sec. 2, Wenhua Rd.)","No.32, Ln. 124, Sec. 2, Wenhua Rd., Banqiao Dist.","17","1"
"1474","四維公園地下停車場","60","4","板橋區","20200418151330","25.025618","121.463967","四維路177巷3弄6號(旁)","Banqiao Dist.","Siwei Park Parking Lot","No.6, Aly. 3, Ln. 177, Siwei Rd., Banqiao Dist.","55","1"
"1475","廣福派出所","34","15","土城區","20200418151328","24.988019","121.456247","學府路一段86號前","Tucheng Dist.","Guangfu Police Substation","No.86, Sec. 1, Xuefu Rd., Tucheng Dist.","19","1"
"1476","新和活動中心","38","18","新店區","20200418151343","24.986771","121.521829","新和街116巷5弄(街尾)","Xindian Dist.","Xinhe Activity Center","Aly. 5, Ln. 116, Xinhe St., Xindian Dist.","19","1"
"1477","大眾廟","30","4","新莊區","20200418151338","25.037380","121.457660","中正路82號(旁)","Xinzhuang Dist.","Dazhong Temple","No.82, Zhongzheng Rd.,Xinzhuang Dist.","26","1"
"1478","化成公園","32","10","新莊區","20200418151340","25.047860","121.461962","思源路166巷4號(前)","XinZhuang Dist.","Huacheng Park","NO.43.Lin.166 Siyuan Rd. XinZhuang Dist","21","1"
"1479","龍恩公園","36","6","三峽區","20200418151343","24.941359","121.370524","國際一街90號(對面)(鄰近國立台北大學)","Sanxia Dist.","Long En Park","No.90. Guoji 1st .Sanxia Dist.","30","1"
"1480","新北市工商展覽中心","46","15","五股區","20200418151321","25.064345","121.447585","五工六路35號(對面)","Wugu Dist.","New Taipei City Exhibition Hall","No.35, Wugong 6th Rd., Wugu Dist.","31","1"
"1481","金城裕民路口(中正國中)","44","32","土城區","20200418151339","24.982933","121.456229","金城路二段218號(對面)","Tucheng Dist.","Gincheng & Yumin Intersection(Zhing Zheng Junior High School)","No.218, Sec. 2, Jincheng Rd., Tucheng Dist.","12","1"
"1482","圓通路335巷33弄","32","12","中和區","20200418151320","24.988992","121.493033","圓通路335巷33弄15號(西側)","Zhonghe Dist.","Aly. 33, Ln. 335, Yuantong Rd.","No.15, Aly. 33, Ln. 335, Yuantong Rd., Zhonghe Dist.","20","1"
"1483","海洋公園","36","10","三峽區","20200418151343","24.947490","121.376895","大義路/學勤路口(西北側)","Sanxia Dist.","Ocean Park","Dayi Rd. / Xueqin Rd., Sanxia Dist.","26","1"
"1484","浮洲合宜住宅(合宜一路)","58","14","板橋區","20200418151332","24.996520","121.442760","大觀路二段265巷/合宜一路(東南側)","Banqiao Dist.","Fuzhou Appropriate House ( Heyi 1st. Road )","Aly. 265, Sec. 2, Daguan Rd./Heyi 1st Rd., Banqiao Dist.","44","1"
"1485","文山國中","30","15","新店區","20200418151321","24.955310","121.539270","北宜路一段118號(對面)(鄰近碧潭風景區)","Xindian Dist.","Wenshan Junior High School","No.118, Sec. 1, Beiyi Rd., Xindian Dist.(opposite)","15","1"
"1486","臺北大學(資訊中心)","56","14","三峽區","20200418151330","24.943170","121.369520","大學路151號(資訊中心旁)","Sanxia Dist.","NTPU(Computer Center)","No.151, Daxue Rd., Sanxia Dist.","42","1"
"1487","捷運府中站(1號出口)","76","54","板橋區","20200418151342","25.008180","121.459010","縣民大道一段/府中路口(西南側)(鄰近板橋慈惠宮/府中商圈(板橋後站商圈))","Banqiao Dist.","MRT Fuzhong Sta.(Exit.1)","Sec. 1, Xianmin Blvd./Fuzhong Rd., Banqiao Dist.","20","1"
"1488","新莊田徑場","42","33","新莊區","20200418151329","25.043570","121.452440","復興路一段209號 (對面)","Xinzhuang Dist.","Xinzhuang Stadium","No.209, Sec. 1, Fuxing Rd., Xinzhuang Dist.(opposite)","8","1"
"1489","新泰國中","30","24","新莊區","20200418151332","25.042880","121.444260","新泰路359號(旁)","Xinzhuang Dist.","Xintai Junior High School","No.359, Xintai Rd., Xinzhuang Dist.","6","1"
"1490","碧潭渡船頭","32","12","新店區","20200418151333","24.953100","121.537460","新店路36號(對面)","Xindian Dist.","Bitan Ferry","No.36, Xindian Rd., Xindian Dist.(opposite)","19","1"
"1491","山佳火車站","32","9","樹林區","20200418151341","24.972220","121.392640","中山路三段108號","Shulin Dist.","Shanjia Railway Station","No.108, Sec. 3, Zhongshan Rd., Shulin Dist.","23","1"
"1492","新北市勞工活動中心","34","4","五股區","20200418151342","25.061490","121.450980","五工六路9號(前廣場)","Wugu Dist.","New Taipei City Labor Activity Center","No.9, Wugong 6th Rd., Wugu Dist.","30","1"
"1493","板橋重慶公園","40","4","板橋區","20200418151330","25.000080","121.463160","重慶路276號(對面)","Banqiao Dist.","Banqiao Chongqing Park","No.276, Chongqing Rd., Banqiao Dist.(opposite)","35","1"
"1494","林口社區運動公園(公園路)","40","15","林口區","20200418151332","25.074640","121.374400","公園路192號(旁)","Linkou Dist.","Linkou Community Sports Park(Gongyuan Rd.)","No.192, Gongyuan Rd., Linkou Dist.","25","1"
"1495","山北公園","32","13","中和區","20200418151342","25.006530","121.500140","莊敬路33巷36弄2號(對面)","Zhonghe Dist.","Shanbei Park","No.2, Aly. 36, Ln. 33, Zhuangjing Rd., Zhonghe Dist.(opposite)","19","1"
"1496","捷運景平站","38","1","中和區","20200418151341","24.992020","121.515630","景平路127號(旁)","Zhonghe Dist.","MRT Jingping Sta.","No.127, Jingping Rd., Zhonghe Dist.","37","1"
"1497","中港大排願景館","30","29","新莊區","20200418151344","25.058940","121.451170","中央路301號(對面)","Xinzhuang Dist.","Zhonggang Vision Hall","No.301, Zhongyang Rd., Xinzhuang Dist.(opposite)","1","1"
"1498","頭前國小","30","8","新莊區","20200418151319","25.052480","121.465270","頭前路93號(對面)","Xinzhuang Dist.","Touqian Elementary School","No.93, Touqian Rd., Xinzhuang Dist.(opposite)","21","1"
"1499","輕軌淡金北新站","46","15","淡水區","20200418151322","25.180180","121.453330","淡金路一段547號(前)","Tamsui Dist.","LRT Danjin Beixin Station","No.547, Sec. 1, Danjin Rd., Tamsui Dist.","31","1"
"1500","忠孝活動中心","28","0","永和區","20200418151332","25.016770","121.515280","忠孝街26巷8號(前)(鄰近楊三郎美術館)","Yonghe Dist.","Zhongxiao Activity Center","No.8, Ln. 26, Zhongxiao St., Yonghe Dist.","28","1"
"1501","淡水海關碼頭園區","40","35","淡水區","20200418151334","25.174760","121.431550","中正路261號(旁)(鄰近淡水紅毛城/淡水英國領事館/淡水海關碼頭)","Tamsui Dist.","Tamsui Customs Wharf Park","No.261, Zhongzheng Rd., Tamsui Dist.","5","1"
"1502","縣民漢生東路口","56","16","板橋區","20200418151320","25.015600","121.467090","縣民大道二段112號(前)","Banqiao Dist.","Xianmin & Hansheng E. Intersection","No.112, Sec. 2, Xianmin Blvd., Banqiao Dist.","40","1"
"1503","時光公園","40","16","板橋區","20200418151332","25.036150","121.479730","華江陸橋旁/文化路二段北側公園口","Banqiao Dist.","Time Park","Huajiang Bridge/Sec. 2, Wenhua Rd., Banqiao Dist.","24","1"
"1504","積穗國中","32","14","中和區","20200418151402","24.999770","121.478080","民安街71號(對面)","Zhonghe Dist.","Jisui Junior High School","No.71, Min’an St., Zhonghe Dist.(opposite)","16","1"
"1505","員和公園","68","33","土城區","20200418151327","24.979040","121.442540","中央路二段66號(對面)","Tucheng Dist.","Yuanhe Park","No.66, Sec. 2, Zhongyang Rd., Tucheng Dist.(opposite)","34","1"
"1506","環河公園","36","12","板橋區","20200418151336","25.016660","121.450640","南雅西路二段301巷41弄5-5號(旁)","Banqiao Dist.","Huanhe Park","No.5-5, Aly. 41, Ln. 301, Sec. 2, Nanya W. Rd., Banqiao Dist.","23","1"
"1507","中興中正路口","30","9","新店區","20200418151343","24.969910","121.546170","中興路二段41號(前)","Xindian Dist.","Zhongxing & Zhongzheng Intersection","No.41, Sec. 2, Zhongxing Rd., Xindian Dist.","21","1"
"1508","新莊國民運動中心","40","20","新莊區","20200418151339","25.039610","121.449620","公園路66號(對面)(鄰近新莊綜合運動場)","Xinzhuang Dist.","Xinzhuang Civil Sports Center","No.66, Gongyuan Rd., Xinzhuang Dist.(opposite)","20","1"
"1509","佳和公園(中山路二段64巷)","36","0","中和區","20200306083644","25.004690","121.502960","中山路二段64巷7弄15-4號(對面)","Zhonghe Dist.","Jiahe Park(Ln. 64, Sec. 2, Zhongshan Rd.)","No.15-4, Aly. 7, Ln. 64, Sec. 2, Zhongshan Rd., Zhonghe Dist.(opposite)","0","1"
"1510","三鶯國民運動中心","32","2","三峽區","20200418150244","24.936140","121.369410","文化路164號(旁)(鄰近三峽清水祖師廟/三峽歷史文物館/三峽老街)","Sanxia Dist.","Sanying Civil Sports Center","No.164, Wenhua Rd., Sanxia Dist.","30","1"
"1511","彩虹兒童公園","36","6","蘆洲區","20200418151343","25.088710","121.464600","光榮路120巷8弄21號(對面)","Luzhou Dist.","Caihong Children's Park","No.21, Aly. 8, Ln. 120, Guangrong Rd., Luzhou Dist.","29","1"
"1512","崇林國中","34","21","林口區","20200418151336","25.067540","121.371340","麗園路121號(對面)","Linkou Dist.","Chunglin Junior High School","No.121, Liyuan Rd., Linkou Dist.(opposite)","12","1"
"1513","碧華公園(集勇街)","30","4","三重區","20200418151329","25.084150","121.485540","仁安街2號(對面)","Sanchong Dist.","Bihua Park(Jiyong Rd.)","No.2, Ren’an St., Sanchong Dist.(opposite)","26","1"
"1514","延吉街47巷口","28","0","土城區","20191001100638","24.987690","121.472220","延吉街43號(對面)","Tucheng Dist.","Ln. 47, Yanji St.","No.43, Yanji St., Tucheng Dist.(opposite)","0","1"
